Students	3000
2635	29 174 198 132
2636	26 169 32 74
2637	155 157 189 197
2638	150 86 169 61
2639	132 25 108 137
2640	68 102 189 191
2641	38 173 36 167
2642	100 166 173 16
2643	66 157 17 116
2644	56 47 196 155
2645	31 145 166 190
2646	72 91 163 140
2647	38 129 154 49
2648	115 13 49 182
2649	35 64 1 184
2650	127 185 143 63
2651	119 92 172 21
2652	57 112 25 148
2653	142 131 17 166
2654	149 195 27 63
2655	191 175 43 169
2656	81 127 80 136
2657	130 35 199 136
2658	144 133 66 189
2659	105 182 83 9
2660	31 177 14 83
2661	187 103 193 145
2662	142 200 96 74
2663	62 74 92 198
2664	163 38 62 191
2665	97 31 79 94
2666	18 39 134 9
2667	47 136 168 159
2668	20 50 123 54
2669	111 70 176 151
2670	87 46 92 135
2671	14 181 188 115
2672	97 118 5 58
2673	3 197 45 90
2674	170 124 52 86
2675	79 126 187 31
2676	34 108 100 49
2677	136 93 46 140
2678	36 77 30 122
2679	75 193 37 48
2680	176 157 51 169
2681	174 179 16 23
2682	177 58 179 160
2683	14 161 87 147
2684	141 197 126 167
2685	188 16 49 52
2686	200 168 126 164
2687	88 15 103 173
2688	79 37 170 12
2689	68 56 144 176
2690	14 109 100 26
2691	41 129 142 184
2692	135 169 124 194
2693	91 44 101 146
2694	93 4 76 34
2695	27 132 158 176
2696	64 39 172 120
2697	31 98 125 3
2698	120 189 192 52
2699	105 131 187 23
2700	88 65 94 131
2701	3 101 12 72
2702	55 42 15 6
2703	180 116 18 152
2704	161 179 118 128
2705	79 95 104 42
2706	132 98 28 150
2707	7 6 66 28
2708	136 145 128 101
2709	103 79 86 135
2710	176 168 43 61
2711	173 116 29 181
2712	113 178 150 173
2713	136 146 111 144
2714	97 160 13 69
2715	195 185 172 49
2716	6 116 112 57
2717	153 193 140 74
2718	180 102 96 90
2719	115 38 152 75
2720	191 198 135 151
2721	25 170 123 71
2722	127 103 128 21
2723	147 114 105 22
2724	35 123 58 199
2725	53 93 162 177
2726	19 187 82 78
2727	33 98 130 165
2728	195 90 187 150
2729	95 133 80 57
2730	102 180 155 121
2731	72 37 81 61
2732	105 118 63 14
2733	106 99 141 108
2734	185 11 62 198
2735	61 58 179 183
2736	195 100 103 59
2737	73 116 200 25
2738	25 107 171 30
2739	19 55 10 151
2740	102 100 155 51
2741	106 47 136 140
2742	145 126 163 97
2743	24 56 21 158
2744	172 56 89 113
2745	41 104 79 64
2746	186 152 135 36
2747	1 46 25 78
2748	140 141 164 49
2749	9 133 8 41
2750	121 79 132 109
2751	90 59 136 178
2752	188 37 172 15
2753	42 128 111 50
2754	151 13 122 156
2755	120 3 134 197
2756	181 69 17 61
2757	46 149 1 176
2758	104 134 97 87
2759	136 188 24 155
2760	171 22 154 139
2761	97 63 162 40
2762	117 27 23 190
2763	161 46 43 180
2764	106 119 86 161
2765	36 137 181 15
2766	79 38 59 56
2767	158 88 76 167
2768	35 124 177 63
2769	193 111 32 185
2770	44 40 41 164
2771	8 92 79 32
2772	146 138 101 83
2773	46 117 101 99
2774	190 85 24 129
2775	45 182 32 96
2776	141 195 8 123
2777	121 28 200 87
2778	172 182 132 62
2779	81 115 87 37
2780	187 79 2 115
2781	7 24 98 60
2782	82 131 161 133
2783	39 79 99 154
2784	34 143 30 105
2785	121 37 194 156
2786	47 24 151 94
2787	47 51 106 182
2788	8 153 146 151
2789	10 142 18 33
2790	121 67 179 108
2791	116 3 192 110
2792	76 73 114 38
2793	48 9 119 140
2794	173 65 86 96
2795	171 86 199 130
2796	194 143 195 27
2797	197 171 132 92
2798	120 136 94 73
2799	37 187 10 83
2800	34 37 5 137
2801	198 131 68 141
2802	125 85 134 152
2803	68 100 177 26
2804	7 165 167 81
2805	162 161 138 4
2806	195 108 129 197
2807	120 189 116 185
2808	165 23 163 29
2809	10 121 44 123
2810	90 162 159 126
2811	38 91 148 14
2812	9 118 192 57
2813	63 42 137 114
2814	105 167 51 110
2815	70 45 96 134
2816	93 100 154 140
2817	110 106 105 200
2818	118 66 24 194
2819	89 79 23 168
2820	128 131 64 24
2821	146 69 63 66
2822	159 31 29 77
2823	119 155 124 136
2824	196 197 100 175
2825	34 54 19 28
2826	11 119 108 75
2827	145 196 52 141
2828	74 113 110 19
2829	170 70 92 75
2830	194 179 128 113
2831	21 198 2 114
2832	174 31 77 163
2833	97 66 142 165
2834	126 19 96 61
2835	138 54 108 18
2836	1 83 52 127
2837	58 2 109 22
2838	133 105 127 158
2839	173 181 5 18
2840	131 79 173 178
2841	131 20 3 135
2842	198 144 154 153
2843	85 97 5 90
2844	122 3 174 75
2845	40 114 147 97
2846	6 87 169 193
2847	171 119 13 87
2848	44 96 94 41
2849	175 77 118 94
2850	19 176 193 52
2851	39 170 38 161
2852	7 101 57 22
2853	18 88 80 153
2854	178 137 15 103
2855	49 28 181 130
2856	74 31 94 34
2857	142 107 75 186
2858	52 14 98 99
2859	73 142 31 165
2860	122 71 87 53
2861	166 131 152 89
2862	117 61 157 79
2863	71 193 66 21
2864	149 71 152 193
2865	182 38 84 40
2866	44 190 97 117
2867	175 22 37 156
2868	177 21 171 12
2869	31 132 155 157
2870	58 54 64 92
2871	129 195 178 21
2872	148 75 125 188
2873	101 83 141 163
2874	177 66 44 182
2875	163 47 130 23
2876	167 13 199 105
2877	101 185 36 19
2878	74 13 117 17
2879	162 136 174 90
2880	94 28 149 72
2881	188 168 130 93
2882	174 67 168 154
2883	196 114 111 128
2884	199 141 135 189
2885	173 20 35 153
2886	20 92 145 120
2887	153 126 23 119
2888	56 52 186 27
2889	66 56 65 48
2890	41 180 16 118
2891	106 104 144 80
2892	169 160 79 105
2893	143 95 52 130
2894	54 124 50 187
2895	135 44 167 191
2896	192 21 154 5
2897	199 145 12 159
2898	130 148 128 93
2899	40 60 138 84
2900	188 31 148 106
2901	68 107 112 153
2902	49 41 195 35
2903	156 108 121 199
2904	125 121 60 49
2905	164 186 48 127
2906	86 112 17 103
2907	164 76 65 141
2908	32 78 155 93
2909	31 161 171 78
2910	70 15 69 87
2911	4 27 162 51
2912	112 6 45 175
2913	165 98 194 51
2914	129 155 10 60
2915	61 196 193 40
2916	140 17 44 145
2917	180 159 97 165
2918	186 33 63 39
2919	66 37 87 183
2920	134 179 18 82
2921	96 4 170 116
2922	113 137 78 44
2923	162 10 76 29
2924	128 112 52 124
2925	118 122 142 103
2926	27 75 164 70
2927	100 160 22 147
2928	148 49 131 5
2929	68 70 65 69
2930	141 152 51 128
2931	75 189 88 97
2932	160 68 151 2
2933	134 67 95 53
2934	61 140 21 162
2935	155 91 182 62
2936	32 75 86 5
2937	61 124 119 15
2938	23 131 71 47
2939	111 98 53 198
2940	108 179 118 82
2941	44 68 192 20
2942	7 118 30 184
2943	6 66 3 114
2944	94 46 80 194
2945	4 109 79 112
2946	122 9 113 22
2947	156 197 124 34
2948	200 26 37 153
2949	118 90 116 76
2950	52 120 135 25
2951	142 61 17 30
2952	78 103 198 68
2953	100 198 30 140
2954	96 84 188 196
2955	148 37 89 112
2956	177 94 53 131
2957	57 120 25 131
2958	30 65 8 94
2959	32 77 133 128
2960	176 33 56 101
2961	54 72 177 198
2962	57 110 188 134
2963	50 37 101 194
2964	80 169 123 106
2965	46 11 197 50
2966	159 131 63 69
2967	19 84 85 53
2968	25 113 129 74
2969	70 125 80 131
2970	25 60 148 153
2971	138 122 120 172
2972	76 93 163 128
2973	74 194 185 177
2974	161 149 42 168
2975	157 45 101 88
2976	169 121 22 140
2977	157 47 172 67
2978	55 76 172 122
2979	17 64 153 105
2980	180 150 15 99
2981	97 180 50 124
2982	116 126 7 98
2983	139 199 29 146
2984	170 117 51 168
2985	66 74 44 72
2986	144 195 3 169
2987	195 116 188 183
2988	91 54 178 199
2989	71 180 39 108
2990	156 4 14 152
2991	34 71 15 126
2992	92 66 52 79
2993	151 4 22 194
2994	29 159 130 8
2995	98 41 143 112
2996	35 46 7 159
2997	157 154 174 130
2998	83 148 177 182
2999	107 136 39 159
3000	31 34 95 72
