Course	Room	Teacher	Time	Students
9206	722	5425	1	6402 8028 18703 18964 28731 34095 36642 39773 62786 64595 68800 78122 95816 103605 107046 110333 110598 114868 122980 126382 130552 131400 133783 138085 138174 
9207	186	8469	5	3735 5952 6453 17231 18137 29130 31834 32862 36637 40935 72179 72294 77626 77729 82665 85101 87794 89526 93815 98016 98688 99413 103865 104718 114688 116102 116796 119233 122404 122735 134107 138818 
9208	57	3105	11	2836 13921 17886 29232 33135 34248 40047 52213 63710 64264 68488 72306 73874 84071 104595 120696 134674 135395 139969 
9209	191	7843	15	1058 5527 6853 13286 18776 19970 21609 21877 26165 36204 45617 48845 54209 61540 63966 67559 70200 110157 117106 120279 126121 127206 133107 134040 142779 
9210	59	8965	7	6099 7440 8319 9828 11417 14258 14972 17129 18636 36024 39764 44146 51102 51745 54413 55711 57538 69188 73175 77951 78647 80709 81623 91502 97826 105269 108844 108845 110131 114547 121580 136677 
9211	219	1895	14	4721 5630 8371 15758 24090 25077 40321 40685 46599 46771 52840 56104 64609 74890 79769 80041 81235 87619 88879 91098 95481 97957 98077 106733 111642 114546 115881 121198 123047 127155 129194 130392 132822 134506 136301 138432 140017 140843 142912 
9212	483	1462	4	1058 16902 23374 28728 28747 30926 32728 38698 38917 39196 47095 49392 51206 57199 59536 69705 72357 74918 76559 78953 83379 91134 92289 92941 93428 95830 101688 105100 111784 113749 114312 119800 121992 122715 130839 140551 
9213	275	383	15	6294 7683 11356 13726 24094 24846 43517 45504 46256 46849 52862 54726 61001 66350 77741 78229 81057 84723 86063 90500 94346 95011 97229 97763 98767 106508 106728 108447 112888 126272 130764 134558 136424 140222 
9214	591	826	8	26613 30516 34174 48935 51575 51728 53674 55288 58566 59610 63538 69050 72151 76361 86875 89000 90551 92672 92978 93874 94905 107432 120064 126526 131211 138508 
9215	252	4544	2	10298 13875 15285 21570 24986 27793 30590 32005 34920 36296 42801 57827 62152 63377 72535 79740 80338 81236 83858 85674 86784 92014 100282 101088 106790 110603 133841 134733 136707 142455 
9216	455	7480	12	5844 6134 8305 8467 8529 10665 12465 14743 21468 25783 36273 37578 49055 52228 54830 61553 66336 68050 69151 77521 103800 111442 111962 112619 117812 121399 125383 127976 129887 132195 143146 
9217	36	4511	13	3290 4082 4543 14944 16323 19643 20296 21635 40597 48827 53918 57051 58790 59497 59574 62210 62717 67170 71067 71280 71816 75683 87436 90801 106601 115590 117701 118365 131003 133964 
9218	545	2733	4	4785 6903 14663 21967 30131 33468 38918 44809 48352 48689 53111 53457 61253 62473 70935 87775 92893 94493 96741 98484 101620 103080 104913 113397 113632 114448 114921 120411 126304 130440 131804 133303 137521 
9219	277	2836	14	2000 7496 14589 22091 23995 26023 29421 31507 34167 38527 42267 46115 46756 47760 48231 49483 52789 69813 73367 75534 76155 79506 79885 80941 88114 88945 100774 104938 113387 113724 114022 115816 126193 126285 126772 129863 131209 132099 138978 141202 143070 
9220	29	4462	19	1576 3546 4216 5572 10443 11593 19622 20170 23517 24857 25264 25413 25599 29146 35514 39352 44428 44657 45283 51861 57968 58341 81992 95905 100147 105835 113776 115252 116690 116955 124618 140553 
9221	292	1359	13	9366 12985 17617 17625 21481 21843 33651 35663 45905 48755 51973 60099 61236 68921 94099 96825 113517 116780 121001 121138 122287 122337 122833 131105 131327 
9222	857	4945	16	770 1151 5202 5561 10997 11184 14058 24343 31316 38264 42344 42654 43146 43537 44327 49107 49128 49861 51706 56052 59320 60655 63833 79969 81706 83932 90511 90910 94471 94940 95605 99652 100650 102727 105153 105362 108753 110592 120424 120535 129199 133194 
9223	346	4612	14	1811 3353 8229 13349 16520 17407 18022 20116 25552 26434 27278 31881 33439 34726 39363 51501 52774 54221 58136 58647 58938 61319 67718 71032 71837 74553 75428 76875 115651 116432 125145 125756 129250 141597 
9224	554	6613	4	2285 3505 5279 6126 8107 10992 11734 12514 17114 32855 33237 41183 42110 55664 61899 79103 79600 79760 81779 82888 86273 91386 96609 100124 100470 105058 111645 114667 115948 121742 126658 143292 
9225	834	1100	11	8387 15462 21317 22611 23684 25610 31279 41091 45598 46073 71462 78846 80750 81385 88978 93097 93457 94512 95548 101686 111411 116165 119520 133586 140231 143928 
9226	480	5417	18	910 13513 17038 22305 36563 36774 37227 37329 40751 41528 46990 47619 50114 55611 58156 60541 66270 74039 78631 88279 89683 90267 92222 93749 108630 124430 129072 131115 131607 
9227	700	3751	15	8638 14183 14261 17046 22377 24122 25162 35929 38046 49776 51027 53023 55297 56718 71531 75794 78325 91806 92197 95744 104585 110307 112109 115092 118332 124989 125248 133786 134943 135965 
9228	351	188	14	3597 4949 8735 14835 21479 39543 44389 51527 52470 57127 58098 59653 60369 60673 71164 72837 74970 75277 81412 81496 81649 82467 84795 96563 103669 104631 109130 115450 118225 119916 134341 142929 
9229	179	6792	12	6363 11175 17746 21424 24352 29816 34098 38776 44060 52621 52729 57066 61305 63093 74076 91427 100763 104473 107610 116647 118561 119122 138007 
9230	986	6756	10	2357 6945 8678 24049 35043 35726 41232 41493 43939 44003 48688 55446 61411 61503 62329 72865 73369 76786 89234 99775 102247 103581 106865 108102 112479 118018 126797 131359 131889 134975 135343 143151 
9231	164	3716	4	1361 4938 14468 17905 33413 41178 44298 66477 85050 85448 87661 88579 88828 91322 108722 132070 140702 142068 
9232	565	199	13	1790 3116 13496 33611 36265 48542 51076 56883 61108 61664 66087 67133 67819 72564 78474 81577 88210 89382 90513 92222 101380 104678 115670 122009 132799 138110 138948 
9233	634	2857	8	13779 14854 17109 27676 31810 32666 35517 39331 43698 56842 68174 68675 69256 82372 86609 98945 107807 108065 108093 109932 116434 126389 127705 130842 133523 133867 135037 
9234	380	7059	17	2886 3999 4910 6215 6418 9616 15360 16809 35266 35531 37334 39389 58564 58740 65059 67206 67967 70810 73337 75806 83449 84947 98479 106012 113031 128826 139122 141539 
9235	598	3208	11	8447 12365 12768 14356 27839 35477 36072 37552 39547 45332 47190 58901 59143 63686 65808 67510 78864 82206 89626 92659 99875 101501 103493 105140 113734 114108 114308 118353 125006 128435 130155 
9236	965	3047	16	8082 8909 10287 11488 12499 12761 13407 14003 15639 20158 21525 23386 25870 26632 31175 55667 70760 71493 71923 75833 81040 81996 82410 83395 85560 86169 91476 95888 98502 98526 101377 106130 107590 114457 122103 125777 127146 132265 133373 136796 
9237	809	3615	1	5238 11179 12539 13450 15398 15417 30540 33698 35237 35460 35634 36129 41188 41302 49215 51625 52164 52632 56011 58993 61148 62138 64169 67755 68435 70554 74913 85531 88440 97987 120729 134989 137506 137657 140883 141170 141890 
9238	662	5170	14	11035 15392 17385 28436 29809 30044 31349 45581 48460 51231 72052 72215 76445 78787 82398 82704 85197 86691 98086 99353 104713 108621 111409 112904 115333 118211 121379 137740 
9239	599	8343	11	16006 20050 26010 26248 30578 32864 32909 35865 42382 44737 46111 50064 56550 71202 74039 82770 83848 86983 89631 89649 90488 99407 104204 106947 111789 122792 125600 136149 136747 138219 
9240	295	5674	8	13596 24244 26157 32093 35746 36754 39373 53504 56454 64140 66330 68873 72135 98829 108478 114844 121059 122180 123851 130587 137481 137569 
9241	855	3501	16	2603 5186 10193 28865 36104 36972 40870 47476 50685 51614 57149 64973 67118 71287 77567 78334 78556 79137 80351 82949 92596 93328 96243 104558 110975 116678 117412 119843 124571 126305 126672 129473 
9242	551	6916	17	5536 5584 8845 9446 11069 11622 20947 23652 26475 34700 41812 41926 44555 45608 49642 70391 71224 74127 75378 80020 81911 82045 90143 97755 98690 100051 101272 107185 113410 115853 126211 127042 129502 130973 
9243	619	4838	11	6283 9100 11579 16046 19398 19739 19996 20441 22648 23132 23383 44549 51137 55741 58263 58458 59921 61373 69131 69154 74337 77982 88960 89283 96061 97787 103938 109208 111818 114891 120787 121520 122922 128360 130073 132024 136473 139826 140162 
9244	577	6166	17	603 6564 21685 22709 26219 37302 40586 40835 45215 45505 49998 50150 55149 55897 58910 60661 64334 65848 66006 68572 74071 78648 82818 92884 95223 95739 102831 119268 121817 123985 142939 
9245	753	2142	8	1398 11661 13656 18818 21563 28463 31162 37568 38507 41028 43415 44697 45076 45623 50725 56192 78475 88071 91197 91965 102206 108131 109900 110093 111225 113764 116851 120000 123835 132918 139377 
9246	315	2710	15	3405 4521 15111 16181 16913 21976 22894 26517 28057 30256 37726 45430 46760 47241 50020 63337 63360 64904 64965 65915 71825 74762 83347 89732 91517 98473 108686 110167 122615 126339 129265 140062 
9247	570	3399	17	1105 3520 16219 19222 22697 25564 37008 40845 40878 50372 53086 57888 60808 63870 67478 70713 74384 76473 81976 88378 89026 94948 96781 97075 97463 103640 114016 114796 119959 121551 123850 133655 142987 143987 
9248	12	4850	10	367 8721 12655 21378 35080 44063 65882 71876 75985 82289 87688 92268 92678 93324 98049 99100 101069 108054 108666 111115 114481 116553 118793 124365 126018 128011 129517 133751 143527 
9249	186	2043	6	5705 26394 30440 38796 48468 49492 51307 54643 61367 65627 66275 70679 80451 85294 85974 88823 104326 105026 105647 115498 123613 132974 133790 139056 142090 
9250	205	8635	6	4830 5991 11349 14036 16345 16608 19925 24135 33717 59752 67497 77636 78327 84721 89648 113781 115699 118152 119638 121333 125238 126607 132220 132706 134339 134789 137672 141894 142637 143765 
9251	229	6563	6	4088 4632 11448 19646 27221 27630 35877 47672 52134 53121 54258 54371 70703 71288 71958 75515 86122 88168 93463 101037 112621 129089 129617 129804 132053 132060 132744 132804 134526 136579 137007 
9252	692	2995	17	4329 4926 5745 5976 7949 8441 9505 11876 12670 13530 18367 20113 31001 35381 40235 43289 43593 47297 51154 60623 70508 72084 72637 75135 84515 87563 91587 93141 98543 101165 101621 107704 108190 109493 114356 114987 115471 122893 124074 
9253	683	1574	17	1824 4998 13321 14170 14904 17450 18779 23185 25137 27977 31781 36967 42315 42934 43358 45421 54051 56813 69137 86775 92133 102589 103317 106328 106964 108233 119500 119895 124171 138981 141394 142025 
9254	330	8407	15	3487 7938 13026 15146 21034 21061 46960 48577 51101 55501 63037 79858 84005 91620 92792 96436 96824 97405 99732 106928 110245 110365 110929 112743 116426 133412 133927 136036 137034 137885 140513 140992 141452 142545 
9255	624	3130	17	552 993 3426 8846 22711 35045 35435 36750 38071 42781 43656 49217 51030 54565 67849 69753 73857 82358 84003 84547 94667 95200 104381 107708 109455 113195 113799 114918 119649 124763 127661 129634 129717 133603 138657 
9256	424	2071	17	4899 7044 7354 16162 22987 26771 26920 31032 32927 34249 39579 49306 54090 55728 57886 58801 59651 64122 72219 73761 85988 87390 88174 88389 89759 89857 94188 94316 94414 94633 104636 105207 118187 119358 120107 120881 121318 130812 131581 137408 
9257	314	1130	2	2618 3821 11402 19358 22457 26601 31634 32405 36714 38706 52188 58256 64546 65951 69065 73936 83667 85668 88096 93399 100553 109360 112874 115437 118745 121845 128066 131931 132481 133252 133704 137923 138264 141782 142001 142684 
9258	766	2086	5	1802 5960 5989 6726 7114 8632 18997 21768 27000 47356 51802 57370 68635 80505 95989 96844 109017 115081 115917 124907 127614 128148 130520 141367 141488 
9259	526	7810	16	2072 4191 7427 9082 14910 15862 21339 22424 28638 41537 42478 49256 50400 55008 69582 72229 73293 74049 75453 79652 82240 82724 85095 93029 93471 93849 94866 97930 101575 101700 101778 105904 107774 115282 121963 123576 124079 124673 129198 138376 143580 
9260	811	4762	1	840 3697 12194 20480 27480 28955 45544 49094 54074 55588 57712 62750 63496 71378 72788 73395 75551 76165 78264 79608 85727 86186 96804 96875 98411 98933 104448 110359 111993 115061 120965 122234 123160 124064 124943 132133 142989 143236 
9261	885	6385	8	1801 17696 21490 27105 28522 31764 35024 35114 45975 52003 53046 56329 62796 67249 67534 77535 83751 85863 86136 86618 90698 92004 96412 100972 116483 121095 121962 127975 
9262	81	6639	7	6575 12228 15393 20708 22877 26248 31348 33535 34290 43526 47300 48202 48322 54058 54130 56253 58158 59977 71611 75025 89166 89719 96220 97862 105507 113324 115958 119810 127194 143045 
9263	446	3368	14	2634 4530 12053 20868 21358 23193 28215 32727 34013 43883 48338 54324 67160 78877 79346 80284 86948 90564 92228 96674 97277 108931 110853 111078 113294 113685 114939 121591 128596 131481 135552 137374 143678 
9264	205	5669	5	3593 4698 6751 10615 15341 19716 19963 23256 28804 30153 32412 35147 36601 59598 62410 63161 72323 75089 78811 95161 104001 105209 124633 126448 129949 138423 142865 
9265	832	5976	3	5508 6392 8831 14381 24662 32653 38699 40265 41947 42221 45212 61769 70508 91780 100200 100606 105131 109524 120618 121706 122729 128326 141006 142656 
9266	887	5009	0	1707 4546 11840 15739 16578 19774 21384 28144 28694 44037 70618 74689 78016 81227 81698 90382 92348 111662 112186 113978 129941 132480 139586 
9267	39	5998	18	9401 12158 17488 25405 28720 32077 34470 36982 38016 47404 50231 51799 54871 57804 60287 62595 66402 68886 69329 80842 82742 100813 103079 105036 108171 108441 111301 114675 127599 138026 
9268	229	2487	5	1481 5695 9735 12059 21969 24138 27596 33345 38473 41616 43695 52075 58752 62022 72261 80158 84560 85100 88301 93224 93348 100270 104174 105943 106927 122610 132794 135998 139495 139620 142985 
9269	18	4455	19	5257 6865 7121 9876 13480 21030 22936 26450 27493 31666 37873 46926 48359 51911 52934 57332 62028 63344 93597 99747 100807 108577 117149 122593 122926 124612 126422 128989 129162 138502 
9270	152	5630	13	394 1580 4148 6078 18957 23210 24584 29089 30487 30770 52064 52094 56957 65706 65789 66641 70748 81125 82729 95439 102468 104155 114793 121129 
9271	49	2200	13	645 3121 12290 13042 27074 27615 29498 30207 34052 36819 54077 55145 62797 64139 66133 75248 85321 109785 120545 133859 137799 
9272	891	5208	18	10310 12962 14818 15363 20783 27530 30330 39497 39959 44075 51296 55945 56123 56911 57740 61602 69818 73965 74554 75795 78798 83155 83185 83260 85146 86667 89517 97947 98299 99290 107280 107306 110176 116620 120568 120669 123374 123494 127643 134135 135170 135863 140707 
9273	908	4249	16	13348 19038 20960 22772 24099 24754 25554 28795 28907 31799 43440 49185 49608 49773 51065 57147 64073 65475 79577 80893 81474 82445 87646 89186 94171 105284 105825 109224 110539 112088 112878 116758 120772 123996 130919 131651 136610 
9274	23	625	15	17357 19749 26779 31824 33904 35547 38457 42127 42609 47878 49286 55940 59882 74531 87255 100419 105939 108354 121543 121605 125029 138103 
9275	917	1128	16	13 19963 20622 23521 23926 30311 32860 42114 42536 47549 48736 53607 62056 63475 68150 71724 80213 85072 87119 88730 92406 93006 94534 103916 105888 109155 114888 122494 122556 123586 123849 131988 136341 137791 143355 
9276	313	8310	6	7536 22162 24179 25369 27544 31208 37433 47122 47412 49142 54529 55904 67694 69114 81285 94200 103930 112210 118600 119028 120373 120927 130696 135405 141034 143044 
9277	54	4910	19	1719 3716 4987 26080 29234 38555 40904 45469 52678 60782 68906 70508 75353 81211 82400 82702 82996 97371 99871 103359 105061 105063 107387 115756 117973 124973 130620 131793 133347 139504 140805 
9278	282	5103	14	13892 15756 28513 31458 31550 33858 35627 39480 40171 40585 40767 62846 65600 67283 69369 71878 74186 75261 80323 80985 97056 104179 108451 138842 141130 
9279	386	857	15	894 1148 2769 3524 14732 22634 27433 31154 33248 33249 39337 41845 42850 44673 50196 65444 66382 69024 76215 83702 100767 124156 127547 132270 138046 141761 141836 143156 
9280	56	6683	10	1513 2788 5068 9559 17086 27025 28245 32886 36880 44022 61179 61723 65051 65878 66217 68234 69254 70259 70365 75496 83262 91657 92961 95515 95883 97363 99682 99824 101418 104190 107744 111152 117578 128487 128978 130927 131297 133224 137661 140388 
9281	313	2882	5	5436 7943 7994 12740 16476 19383 19901 27212 28724 29549 30830 31452 37280 60699 70836 89251 89275 90550 93835 98196 99248 106002 107571 108860 127125 138739 140193 141188 
9282	866	8647	12	2606 4478 5830 8203 12197 18039 32560 47988 54032 54099 62448 74092 86563 92594 100971 103430 104415 105618 109204 119662 120934 122987 124330 130628 133073 140346 
9283	642	2437	11	3115 5383 7651 10680 11199 15450 15459 16340 16952 26562 34727 42591 47770 50727 50769 57807 60911 72182 72605 73787 76946 96582 97237 108934 110144 111341 114222 120749 130024 137960 142079 
9284	510	5903	16	613 10705 13405 16702 17045 17054 20036 21859 22158 32875 36922 61205 63722 74152 76476 77081 86916 86942 91420 94589 95351 99685 100056 102236 103279 110207 114103 129346 133802 
9285	232	7995	10	3088 8850 13215 15687 22090 23459 26068 52031 67597 70857 72076 77392 79553 80283 80483 80819 82327 82954 95419 95455 96667 97922 99510 99873 120273 122457 123734 123945 127093 129068 134291 134306 
9286	94	346	13	9032 9114 17582 22598 24709 30961 33807 36694 42759 46147 49850 50331 61711 73313 80663 81062 81414 89100 89732 94113 95895 105657 114215 115688 119711 121488 124581 126401 127894 136094 137201 141437 
9287	748	7468	17	2017 2801 3112 4130 5767 8920 9724 12203 34866 39092 39238 46346 48014 49769 52175 53817 60122 62979 64703 65042 65958 74164 75888 78408 84155 90702 93284 100772 105598 105743 110818 111563 112755 113472 115747 120964 134941 135635 137020 
9288	688	456	11	2032 4085 5507 5873 9707 11993 20808 25049 25177 28800 36727 42958 43711 49890 50411 58717 64737 68429 73198 73426 73528 74002 75022 83398 95422 108362 115178 122470 128595 
9289	143	7098	13	2996 4796 12705 13713 14623 14696 14796 17257 23718 43629 44396 44400 46573 49228 58587 67451 69038 81040 86385 87530 94638 97060 99804 105245 106220 109106 114038 129132 130564 133903 141651 
9290	340	6791	15	14 3532 6095 8999 11581 12641 16353 21661 22373 36389 37656 41396 47983 67811 68457 74683 83855 89372 90923 94111 100336 102134 102629 109556 109638 113914 119954 120427 120700 130053 135716 138879 139712 
9291	472	4381	12	3060 3171 3645 7243 12979 19414 24683 42860 50129 55787 56837 57585 59791 74571 75898 82487 83076 103695 110347 112031 112135 120954 121536 122049 122228 129593 130984 136917 137602 139129 
9292	879	553	3	7811 13659 17972 19679 21089 33177 33469 34950 50153 54236 59040 60627 61909 61992 62782 65518 66065 75085 75939 89699 89756 90929 97247 98385 99818 99912 100143 100286 101598 119691 131487 141049 
9293	992	2599	3	203 1173 1490 32134 37944 39651 40611 44577 53232 61901 65214 67950 69407 71178 73124 81488 84227 87420 87953 88135 88260 88514 107185 108873 121209 123001 126933 128601 128975 132452 141060 
9294	332	5068	5	4664 5347 9411 13673 22588 28245 30214 33258 36332 39837 41857 42855 60869 61397 62460 62765 63133 70311 73114 78053 92686 100023 100581 103268 109263 116527 117596 121444 126584 129583 129937 135028 141135 141451 142378 
9295	149	5494	7	5335 12062 12966 14192 33391 41009 42102 43629 44205 47277 47851 54991 55178 59360 66676 71602 72966 75380 77168 77872 82656 88994 97441 113554 115183 116340 118942 136284 
9296	40	5788	18	1614 1792 9668 13335 13511 15071 18545 19134 21604 29906 38360 43039 46528 52742 55016 64616 68677 72789 73250 75585 77835 107502 109281 111657 117309 118948 121098 122317 124926 139205 
9297	705	2219	13	18685 20245 27137 32278 33502 37568 39480 46383 51116 54694 57473 62996 63229 80585 82477 90819 93657 98455 100453 105704 108789 110543 121293 127045 133897 134836 143722 
9298	485	6617	17	154 3776 5863 13386 28979 32059 34978 50487 65075 69246 72847 75417 77069 77411 78479 82194 82620 86420 87300 97240 99147 104825 106610 107851 113000 128914 134031 139371 139848 
9299	678	2000	17	3955 4552 4622 6614 8149 10953 20690 24861 31485 34032 39293 39519 46142 51484 59130 61821 62663 65103 68887 74996 76521 82148 88115 91536 95985 97336 97695 106764 107956 114915 126458 134530 137575 138273 139540 143998 
9300	384	7197	17	2734 7270 15838 26659 27979 32140 37265 37361 37386 39256 42543 53725 58609 70088 71110 72799 77662 79611 93790 99923 100469 102638 104183 105266 118268 124431 129106 136664 
9301	555	5914	15	12960 15632 16684 18083 25986 29530 31491 34108 38140 44620 51791 58308 63330 64425 66898 68133 76074 81360 92690 95391 96366 100700 102509 110541 112654 118832 125198 138811 138817 
9302	332	5833	6	3906 7555 11476 15189 19456 19766 24017 30273 31184 37502 38378 43032 43667 49118 50966 64948 73083 82911 86289 86602 93380 103414 111273 112473 113011 117633 124289 
9303	580	2653	12	841 1518 2883 11360 24794 26020 32531 41020 43733 55408 62497 63006 63543 64129 64146 64546 69028 69236 69955 76940 77276 82042 86953 93721 94476 100903 106836 107502 107924 109019 112869 115283 123573 127636 128764 130109 132669 134594 135842 137473 138654 
9304	991	7156	9	3925 10783 12505 14246 14311 15035 18421 18518 26780 42818 43225 48106 52439 55569 56908 65593 66289 71699 73924 78493 88295 89288 91835 93986 98433 103773 108565 110974 111730 119291 128897 129744 134085 134432 136389 138561 
9305	910	5997	1	1246 2489 3815 16914 23688 29135 32582 39380 39753 42168 43647 58427 60862 63438 63590 65513 67747 69819 70543 75371 79167 83464 85243 90575 92797 110607 120058 123375 125462 129373 132793 133998 134121 139048 
9306	402	5828	15	4775 7482 10152 11653 22699 23911 26127 31429 36404 36406 40774 41205 41563 52678 54985 59454 62124 64813 85823 86241 90542 93935 94139 96216 101783 108924 116665 117555 122010 123930 124395 130112 131653 141951 143384 
9307	927	380	11	296 1292 1953 4456 8194 19323 19813 23548 23934 30956 33857 41891 62696 66930 68149 68347 76022 76474 77565 81433 86404 100596 105375 117053 120807 139639 
9308	269	1948	18	4802 9069 11492 15940 16557 17904 20644 32661 34655 36557 38146 39625 40616 55826 59410 60598 62062 63752 74586 75340 75964 76952 77926 82745 86600 89684 90218 102584 108435 114717 117399 118222 128507 129703 140015 
9309	180	567	12	20131 21728 24735 32007 35818 74245 78126 80661 81551 87758 91486 93030 109335 114932 114948 120290 121478 126750 127006 129496 135143 140760 142097 
9310	702	62	14	28741 30028 34931 41660 44908 46352 46601 46870 47045 47697 56481 81506 82128 99034 103124 105003 107507 111578 113353 115451 116547 120542 126824 130307 130870 131452 137867 142357 
9311	485	3046	18	1277 8419 16006 21502 21778 31116 47154 56626 62863 63776 64869 73932 75353 80205 85783 89131 91395 91802 93591 97022 104963 114820 124778 125664 130114 131982 134790 135673 141049 
9312	996	7555	14	2978 13005 22666 22931 23369 26295 29682 37397 38780 42720 45536 46685 55377 55760 66790 71302 77623 79413 83462 86620 87174 92578 102677 104249 107229 114901 115935 130110 134270 143684 
9313	598	1770	12	1890 8439 15163 16526 18253 22194 26614 30338 41907 44513 49667 50133 50390 54661 57908 58736 66089 68760 72317 73676 74262 77996 79753 81369 82651 86835 88832 111491 117252 120830 122411 128152 132137 132889 
9314	197	6495	18	97 200 668 1687 8710 9309 12215 13300 17848 18382 20584 26407 29429 30029 30250 34832 41235 55087 72889 81831 82250 87220 94876 100768 113507 115137 117008 120102 122794 138475 138763 142746 
9315	430	6547	15	7430 12674 13075 15032 18960 26235 37255 39219 43611 45724 63992 64590 66011 71093 71989 80164 81289 90072 97147 98238 100541 106267 112292 117832 117996 118874 125804 139158 
9316	144	595	18	1204 1730 1800 4777 7763 18274 19732 23937 24542 27097 31349 32964 36427 39485 61355 62942 70524 72904 74633 80745 81774 89217 91089 103347 107489 108774 114212 118357 118578 123582 134663 140698 143826 
9317	777	2863	10	2922 7165 8903 13575 22625 29697 30797 35097 35453 39820 52383 59062 61031 63193 64650 67074 70410 72433 74920 76869 82809 109651 111758 124126 130239 133011 141634 142116 
9318	378	5022	18	345 1664 4731 15716 16181 16359 18745 35466 46251 50747 51667 51955 52796 53242 66321 68144 69812 72313 74515 76962 79063 88646 88789 89950 93612 97561 103481 108150 114277 120560 129279 131276 131484 134778 138408 139413 
9319	942	1466	1	24336 28166 31372 32862 41249 43997 47766 49733 52298 56514 58304 59309 61995 62578 67917 72458 78451 82792 83679 89656 91220 91697 96038 97931 104992 113124 116801 123358 123719 125201 135603 137776 
9320	884	7533	17	5458 12028 12789 24703 30751 34848 45669 48859 52853 63170 69386 77187 80021 85456 87905 88564 96768 97508 100498 108297 108862 112044 114229 115192 117504 118638 124577 126430 127616 128479 134683 137178 137814 
9321	843	4981	14	2138 2496 5959 18659 26515 30098 35461 37633 40921 43922 44264 52116 58186 67595 87859 87895 92209 92499 104791 105478 109744 113663 116040 116477 117843 122646 133588 133805 141433 
9322	450	4295	15	2627 17952 22586 28482 31528 31813 32686 41338 43998 45773 46992 51256 53259 61737 75218 78095 83236 84625 90752 99369 99437 117280 119495 124707 128580 130081 132175 133650 134386 141944 142386 
9323	291	7764	10	15869 32676 34397 35379 41203 42628 43953 49359 50501 51601 51844 56702 57729 64730 65094 70460 79147 80550 82298 92501 93277 100801 102551 105544 107191 112812 113938 116930 124960 130077 140779 
9324	256	753	13	888 1923 2091 10190 11531 13334 14641 17640 21034 21961 22245 26767 32970 36735 38831 40958 44508 50833 56664 60133 62223 70338 75455 82009 82076 86777 91720 94789 96633 98489 101004 101407 101633 107555 114001 116115 117498 122518 127664 127778 131674 133153 133286 136639 
9325	328	323	9	238 2411 8818 12913 15543 20913 33333 33645 34204 38735 42594 63754 68206 81513 89351 93558 103588 118585 121737 121992 129765 130044 
9326	997	2954	16	88 1229 13392 13525 15504 17942 18539 20138 25425 28379 38631 40931 51242 55182 56614 58316 59224 61212 64556 75115 81063 84667 85913 87396 87508 93772 100766 109935 118325 119886 122357 133113 133569 136686 142415 
9327	449	2966	2	985 4408 7602 9453 12355 15370 15830 16210 16402 18001 23591 35574 36391 50350 57102 59420 62163 78743 89450 99409 104012 108221 111142 124078 126333 138061 140753 141367 
9328	855	7731	17	7052 9976 12937 31795 34644 35957 36591 37243 41113 47366 49241 51556 52800 55984 62053 62059 62989 64183 64750 69636 72024 80944 82385 84407 94715 96208 96834 101128 104086 104202 117013 117130 119072 121217 132054 134551 141344 143544 
9329	339	7843	18	615 11257 12098 13081 13426 19685 25558 31178 39754 41618 47028 56494 58101 58346 58900 73805 75702 77232 78023 92408 93820 103785 104914 108445 108950 112354 115502 123553 124067 124119 128989 130608 134205 141089 141420 141760 142243 
9330	451	8303	2	10583 15098 17992 18908 22903 28609 31161 36890 45846 49588 51807 57109 62437 67448 73072 77277 77392 88384 89088 90390 91092 97169 97635 103805 118707 129092 139728 142415 
9331	399	4440	5	3001 7178 13588 20711 26544 30437 32344 33957 44448 46680 47518 49174 59398 60394 63243 67569 73981 82524 82957 88289 88342 88786 89101 90425 90585 94093 97923 99084 108200 117579 132217 137751 140211 
9332	837	1177	6	4072 5849 5921 12852 13547 18128 24420 46219 67675 70279 78459 81311 82867 85628 95730 108811 114822 115207 120182 124498 128801 131719 132597 
9333	440	5185	5	3827 3852 5597 5720 7185 7578 8652 10765 14449 18893 20055 24716 26850 26860 28828 36885 46554 51594 54999 55146 55684 63834 72998 77577 90173 101108 111732 113396 113675 113866 118093 118595 120326 120535 126952 
9334	505	3457	15	3778 8063 9760 12970 15755 21565 23566 24817 30829 33518 34411 40175 43119 50852 58123 58959 61749 65772 71865 72431 74788 81395 89535 92331 97188 97795 102932 119257 125998 134261 143843 
9335	458	2470	14	2187 10094 12180 17686 21471 23779 27926 31493 32738 33307 35653 38504 43931 46228 52076 58715 59793 61645 63312 79934 95570 97376 97581 104400 106290 107170 108768 114959 114963 120160 121449 124328 126078 138174 142334 
9336	170	6667	13	29184 31171 34577 36984 51315 56871 70802 79981 81802 95141 96210 96630 102080 112511 115231 120781 123132 124343 131531 134665 138488 138920 
9337	358	6261	8	6649 18926 20694 23176 23687 27758 29264 35509 39676 41914 46259 46334 49019 67705 75831 101112 101517 104798 108558 110094 114363 123555 124768 139783 
9338	399	558	6	2752 4859 5093 7445 8706 15721 17192 19997 21421 28655 29562 31038 39147 50602 51940 55024 56034 70122 70484 73495 74544 77035 77445 79482 80946 83734 86041 88101 91050 99865 100197 105218 115737 117986 120429 126734 129946 136030 142076 143496 
9339	599	4411	12	5624 7148 8448 13263 14876 18539 20540 21608 22246 24100 31634 32548 42233 43863 49311 54528 55800 64794 67321 69552 73143 75224 79786 79840 90786 91172 95886 107083 112100 119877 122784 130045 134123 134881 140812 
